/leagueId,/queueType,/tier,/rank,/summonerId,/summonerName,/leaguePoints,/wins,/losses,/veteran,/inactive,/freshBlood,/hotStreak,/miniSeries/target,/miniSeries/wins,/miniSeries/losses,/miniSeries/progress,/AccountID/SummonerLevel
"6093aacf-3122-4337-84f0-3cf8ef5b970a","RANKED_SOLO_5x5","PLATINUM","I","DHo-61FaZlnQn0qBy6OZBtr-KNwF-d6tzgHwZ_oUD5EVNxcY","nixmasagebambare",58.0,86.0,84.0,false,false,false,true,,,,,JZSR-DS_Xx8YLzPVqQJ_sWJ8awhNTuwm-D1fayOSC80PtoM,105
"a5417fe4-22c6-441f-bc89-147344c7b68b","RANKED_SOLO_5x5","PLATINUM","I","Mha3sVsns4S2HtdUMwRTrOhKvWoP0ew0uPVtXMYbLUCvThIK","l Lucksky l",0.0,53.0,51.0,false,false,false,false,,,,,RwzzQpoPBJxxDtRyOWyS00AW18gJHmrn2t2uSy_cLKcFRMM,171
"6cf54177-0ef8-415d-a22c-9fc7a1baa6f8","RANKED_SOLO_5x5","PLATINUM","I","Fdde-4BHKI6y8SyxEZEwawpd0tpZCSLYidOLabcD74R5SMCj","Elalcoholmata",0.0,76.0,58.0,false,false,false,false,,,,,u8aXedbDrHbN5kcVQYfHQmkYkzEMISPSbQhj0zwvbL2oKqg,68
"191e83c1-06af-4565-bd01-5d7b3f6dfaf4","RANKED_SOLO_5x5","PLATINUM","I","z_x4GY2bTwvgsoiukXds562MIHk4Wb9DbfLcH1vxwVTGZiU9","Varotzs",100.0,246.0,251.0,false,false,false,false,3.0,1.0,1.0,"WLNNN",7utXxDoVO8unYMcvexCq0xUuTxdbacnQUtLGlgjyq-ORlmk,166
"215a526b-0bcb-4bf1-87a9-ce6a3f0d369a","RANKED_SOLO_5x5","PLATINUM","I","NPexFWawXNAvV4OwaGQ5b-Xx3RXVkTcdRWTaO-w6cWmt0no9","ILoveTeemou2",0.0,72.0,60.0,false,false,false,false,,,,,ZbW8ZJcbPISvPiazVc_2WRweweH3Byn1y8Pa1bvgZWosxxo,77
"23eeef47-ff4a-4421-9a73-e0bbd4983ff2","RANKED_SOLO_5x5","PLATINUM","I","D23jy5kSWU_ySYIsqPl25VOb5m2llbtZ82_IZwMHsVM40vxH","X ˉˉˉˉˉˉ D",69.0,92.0,82.0,false,false,false,false,,,,,-Z8V-eLbRuJbOs7muz8Zk_VeE0K1dI63frCXnsRnYLHaHQU,109
"ffaf02c1-0bc5-494a-88b4-40a396cc72e7","RANKED_SOLO_5x5","PLATINUM","I","gvlyEMgmaMM1h6roNZxXUBNImZNm0eo7f0WG1AcD7PhgWJmc","Rultal ",82.0,22.0,15.0,false,false,false,false,,,,,8QZ7SyONXZMDTfmVxd7rf_Hgx_sfN418Ff9FlV5COPFTGVU,62
"0ca6c8ab-6624-444d-a958-163f9719cd81","RANKED_SOLO_5x5","PLATINUM","I","QaUuNM4Ml_h6zM8CBhZgxwaxwA7JmicgVDZ3Rgdmr3ssap0e","sSEX EDUCATIONs",0.0,76.0,42.0,false,false,false,false,,,,,_7DcAcj25GstOlaggeOLcNKjx8YVh9qKrRh2RWI5RSDq7Zs,496
"81587747-66e2-4fdb-95b0-1f8808455692","RANKED_SOLO_5x5","PLATINUM","I","5L2jyYQ396tdbjT9VYTo9oHON9eAE-3GwBWL-KxdFUL_ZzHW","Coconut tree",18.0,21.0,33.0,false,false,false,false,,,,,rjOxJBSxigRZFjmkcG3BPX3tEuM9AyC1hhRYXCgYT5BZWYs,339
"897f2283-e3a9-4a28-9113-16de3a012be5","RANKED_SOLO_5x5","PLATINUM","I","wdQzJH3WWss_1sF0S3ihQfTZcWaRFNduqaDIV9FqfuAMNsiO","573854",100.0,42.0,27.0,false,false,false,false,3.0,1.0,2.0,"WLLNN",JH_qnkKhg2TWrp_Jo3ES37dN24c8dLJCRhJQsBTLhhBpYb8,85
"4a9dd96e-8a40-4c7c-9616-e914de630f89","RANKED_SOLO_5x5","PLATINUM","I","2jvPkU-_farGPG4FiCoL_0Onx7SbDiyJQGgldBNRmarIM_eF","MashinaBree",60.0,8.0,2.0,false,false,false,false,,,,,a40-B5Z-9KWCl08_Mtq-07tz_N6sVfNzCg_VQ8NlaMxlbqI,108
"89ae72ae-37ec-4922-922e-9c5d2ad069b5","RANKED_SOLO_5x5","PLATINUM","I","QQf2U8aDP7IfRodqT0ccI_HkqENWgZbHU7q8ugqXx_4chYQr","Fiven",0.0,20.0,15.0,false,false,false,false,,,,,AbiGzbjvetwz6J8ie-vptvkzKiWnGsUtx2wdN2TsFoS0NXg,96
"cb26f316-1646-4f9d-8d35-a39f9fefd2ac","RANKED_SOLO_5x5","PLATINUM","I","V-A68iUNV2MzdM-GMNUlhjYnuT0oUWPNO8ZkTuVmBy-a9CVS","JK Dobbins",75.0,63.0,60.0,false,false,false,false,,,,,Z74kgFnfAW-TGYfnLgCRmTQQvOWcN47J_lIR4ZRTekU_2Mg,95
"3d4adb9a-4022-44ec-b8f7-772e4571762a","RANKED_SOLO_5x5","PLATINUM","I","V8UnoonpLhOpGZmqzuxtPtkStoc-D1s1to94qmy3J-jzqEOq","Jrkzz",0.0,7.0,4.0,false,false,false,true,,,,,8dGrtsjOYnkKxOIIqS11HMbQtExznxK_e1b9VOlefoqR634,149
"9d744726-4ea4-4dcf-8a8d-4958847a05d3","RANKED_SOLO_5x5","PLATINUM","I","M7qJJbAYad763KTf9vR5f867TyrNl9GBX1uQP-kOr9idIVNy","Impacted LZ",75.0,29.0,27.0,false,false,false,false,,,,,cK7XjOEwDeUhtgoK-4f81Flje8sAZ9ldHEFZONn74_V83fI,62
"a08470eb-a8da-44aa-accf-8630d44b6355","RANKED_SOLO_5x5","PLATINUM","I","doTp_BmDFJo2zLNUsqNLdUW9PT6YQ5LCZu3XPzkJuGgFe8Su","phantomjoker115",29.0,27.0,20.0,false,false,false,false,,,,,KpTRPKI6z0PCllpzYfxylwR5Xp2rj8UK8aNgnKdrScrehos,63
"b39de098-ad51-4f5b-9ae1-c55e2bf27fc9","RANKED_SOLO_5x5","PLATINUM","I","5dvbZtlRxD4wtfTgY2r6e4Cvij8QYf6sjCYLewUlrM1hvRg-","BABAO",28.0,45.0,36.0,false,false,false,false,,,,,Y0B4D3v2o3DKqeexphAoIcNtYNSnLt8y3jb29wbajANVkl4,354
"f6b0a062-401f-41c4-a8f8-d622db6040f8","RANKED_SOLO_5x5","PLATINUM","I","e_rDuJ0xv2jLjgPfEfL5YNP8C97U-oMBZPyaH1uTNEwt4FWu","U K",86.0,9.0,3.0,false,false,false,false,,,,,nUodDc1GwhzzWBaUm9ltSTK8uGSoj-NczxCCuwGkZ7nDrys,67
"cd127f42-2630-45ba-bfcc-bf2f6d2323d1","RANKED_SOLO_5x5","PLATINUM","I","arpgF5ZkN3vIV-QwTUJCjD6Ycz6U0jID2001K4kX1OLEtpC8","Geronimoo2",25.0,77.0,56.0,false,false,false,false,,,,,b8iyjzAcydki8YflHF5ST4Z_dl0grJRUhz0vxaYLbSnC5mU,56
"eefdd541-93b6-4c4f-9076-19394ef8f485","RANKED_SOLO_5x5","PLATINUM","I","nybaKtePZZU17ufYMHA1sIhp5ARbGkOgQ-JOxM-E4QJq6s7D","berserker qiyana",61.0,11.0,23.0,false,false,false,false,,,,,gp49boiDU-LyszsVXmfzHpHW5fLYHVGVmJosK_UEVeOa-Hc,65
"edbf9ca4-3d3d-4f26-a73b-8765c3859743","RANKED_SOLO_5x5","PLATINUM","I","-_hJCMf13PSIThSZqP7qTvvL64rsMTFrdHFaJdRbUq8tfJJ0","MrDomius",0.0,10.0,4.0,false,false,false,false,,,,,xMPjLmcg3iK9cl7PZumGaecqAz8Me6sIZUlDm2FYZ6mmfvY,183
"46c025a6-f04a-444f-aa13-bc778d0f09a2","RANKED_SOLO_5x5","PLATINUM","I","95DgN7Jp8lz4thL6t7VatSq0g_ZCYdImJ_HiQU4MAckrwxmb","Claus120500",47.0,13.0,15.0,false,false,false,false,,,,,ydZMsUU-sfV90vbFoOKyi4GwFizRb6IuoW9F4oU5-FajpnA,84
"bf8bf03c-aabb-481a-a60d-6caf365d36a0","RANKED_SOLO_5x5","PLATINUM","I","D680WEDTfmr2kRM9mZAicEaqUX9r4J3_NCgCPmqopvchnhcz","S10 ELO HÉLL",75.0,25.0,36.0,false,false,false,false,,,,,I-F2v-W9Sdl8hHZHO5Xn9Mafdj2y2SDI60prnfDlwTHtDzs,130
"d4cbcd7a-29de-4fcb-a55c-e9d2ae24abaf","RANKED_SOLO_5x5","PLATINUM","I","dIEKRZ4dIaVSAiQYdW2pv-KAK3AuRMDarlYCBAipmMarDWi_","Rotcher",90.0,40.0,29.0,false,false,false,false,,,,,OkjRfcallmCSm4rYEYN8zRROP9IqHVoObcUVSfFOO6X5hsU,133
"e38f059f-f3ee-46c5-b903-19b7381a1176","RANKED_SOLO_5x5","PLATINUM","I","ciuOewWivYC1s3-m3KARmVzZQ6F7_KyNB3V7aFk4dLxp7_Au","Lipp SyNx",100.0,19.0,17.0,false,false,false,false,3.0,1.0,2.0,"LLWNN",Te0rgZoyLD7c2u_Kjntc7RkpI-HrE0i5qvFHXfRZOuX1OMc,146
"9b505d11-a43a-4fbe-b9ef-3b804593017b","RANKED_SOLO_5x5","PLATINUM","I","fMfW7NUeD4-MFOv-hjGLzY1RegIUSrZsv0VMnHzb2dEsMOSE","King Smurf",12.0,14.0,15.0,false,false,false,false,,,,,LlPgsjAuTMaAtPzzEhQl-PdYZLa2cI5iQSlJ4VnG9pvls14,149
"4daf5200-0266-4e77-958a-d94eba6d71ca","RANKED_SOLO_5x5","PLATINUM","I","tkVkO7aHJtrtu9fgGUJpvQGfRxevt2qP3gCTEepYhUY7k03y","Quinncidences",100.0,18.0,11.0,false,false,false,true,3.0,2.0,1.0,"WWLNN",h9K3MX6J1B7GQXcIpyGwdmTv5JHOFCqbH8-l6UE_92hFZvY,80
"b0fe698c-8598-4ecb-9d80-663d0097f26b","RANKED_SOLO_5x5","PLATINUM","I","77-eV_LAhzSzdSRsp2pRdor5zWBKQCgZW63dnYRVld5IvCJu","ScriptingIsLife",80.0,13.0,6.0,false,false,false,false,,,,,aDqpnLkIWt6yXoVqVQi5JPSw_L-EWMMmmGIOwdfFW4OLkmo,51
"2891e416-03ec-493f-8acf-35a49b81d514","RANKED_SOLO_5x5","PLATINUM","I","KLGbT4QY2DjCCvaQ6WDTQhU7juTel7CvNwlqfiXKA9ynKSrK","Nezilis",55.0,23.0,32.0,false,false,false,false,,,,,lkEnFuYbY48o5jVC7emj3PbGl8u5k-9rBX2bXr7mBC1_fh8,165
"c94ac89c-0e48-4c5d-b811-00a368c2a7b6","RANKED_SOLO_5x5","PLATINUM","I","CViKK8rvpENIA8CovsjkYVHpPl5BTiV4pD8Y453yLWtR","Uncle Devil",42.0,62.0,57.0,false,false,false,false,,,,,HjyQweHwPQ9joS83vpy9QKZ7n_AIjnA6j2lpjDgwK_0,220
"2e037335-ab8b-4d95-a007-13b280c5cc78","RANKED_SOLO_5x5","PLATINUM","I","-iWSFoUV8ZCBeeDpyo8cGYCD0xKnr83O-jhGfIjflYOmJ5kg","Ravagee",64.0,33.0,37.0,false,false,false,false,,,,,guBfUQr9jD6x9A_T4TlOBZjefuIbAeeAQqoCvhPA2USXl9A,141
"be80e7fc-f1d3-4e27-b198-a6ed6d025539","RANKED_SOLO_5x5","PLATINUM","I","OFGF0a63xBNjXanEpKTvaev16VuNrRycda7HClfz0hBVM4z0","Aven7Ger",86.0,45.0,49.0,false,false,false,false,,,,,TUf4E-C4XZjJpTTh365v01NR7t2Pvt6wPBol0i8IFJjiQt8,109
"9eff2ba0-c96b-47f3-9c16-b23c3491501b","RANKED_SOLO_5x5","PLATINUM","I","FFcpN5aYWsx3x3QZuoLXSAnQp8wj_lbT9SKvuzX_wTaqD1J9","Vαlknut",22.0,76.0,59.0,false,false,false,false,,,,,C8oKBUKWuAgAcsjH_NlhOsQqMi21UhAyEA1ncXgEnYcN6yM,99
"b0fe698c-8598-4ecb-9d80-663d0097f26b","RANKED_SOLO_5x5","PLATINUM","I","ZNR59jijtkziS-fcBo8DMDHB7ZW0sQI_i-0bHW74cJj4Gi2C","RepMe4ScriptsPls",71.0,17.0,23.0,false,false,false,false,,,,,Rt_9JPGLHbWumEqLnVwJ_vetjCUAEM-RjZTfgv8tQlr7Png,126
"71a9c96f-8196-4c2d-b96e-eebbee17978c","RANKED_SOLO_5x5","PLATINUM","I","sR0z8QJTpRIwPxx3p-rOo80XXs5ub_ND94NHAjzvqX6ljQGK","i need a doctor1",0.0,15.0,41.0,false,false,false,false,,,,,w6fzdJhfURNf8YuALVxRCF10VkSd1ZV5Y3iNvVVlkcerjaA,80
"654c0411-bc22-43ac-b58f-9a08267ef758","RANKED_SOLO_5x5","PLATINUM","I","wYE9wIxQ__FgmSJa-T_iCsCfROkYIBXf4XTDDZrBBgORftH-","Niose07",57.0,16.0,2.0,false,false,false,true,,,,,l4QeN5Yhjm63XgiuKcVg_rkTf8SNI8gTcW2v73fp6HPov5c,39
"d826a492-55ae-423d-af03-3ad18778603b","RANKED_SOLO_5x5","PLATINUM","I","eByE4d4YAs9VCEUMWiF6UMdsM7vRlG7dvZaWiV8w242buHI9","Lamedesa",21.0,62.0,52.0,false,false,false,false,,,,,f5TgdrpEaD3BLlkAeiF2Mgmt8ka5YMzaxHjCYMsU3i1XBeE,63
"48191021-2b32-43e2-8135-42d61078d165","RANKED_SOLO_5x5","PLATINUM","I","N8sJFQDIRERBVgwzYGXJNNyAyhQ7P1ks9Z5wMOnGxUi9nuFX","Yiumii",87.0,19.0,18.0,false,false,false,false,,,,,O0dsLmHvXf78ppYSlwLlq89qsJEfFuFlk8E3PlbZbqqGX7o,90
"936b3534-7471-492c-8756-e2e9e2ec9c8b","RANKED_SOLO_5x5","PLATINUM","I","Se8_WI_bdqYHfr6dAM4EX8HG1imT0tily5l3uEHPxwWpCbne","Sashimi Dance",59.0,18.0,14.0,false,false,false,false,,,,,EVELGXVSLw7DQD1wYGPmhCnabBGIcNX--lodaqb22l8giNw,45
"9f777516-a62c-43e3-8cde-918c7529a927","RANKED_SOLO_5x5","PLATINUM","I","QwuBEPN4EORUUrrZKue2u-JK33D2Qkk-GtTuPyo9bIHTYT2p","MKørs",100.0,32.0,13.0,false,false,false,true,3.0,1.0,0.0,"WNNNN",huynkjz-ziwbENbkU5pckyu7x9cnmGBfRV3kIJBTnpeyz7o,269
"c831bdf0-b385-4aab-9bbb-26fd58bc03f8","RANKED_SOLO_5x5","PLATINUM","I","iJQyiA4wYkLWYdc4UltbIC0kTUWI_rtST_IpP91s0jnCzEio","Käyń",68.0,38.0,38.0,false,false,false,false,,,,,nMaR8ZgYSDM7m73lwEOsas8pdmN0UPTL3ATRpeVQlmrBdL8,64
"d87e96dd-ae18-4074-8932-a6df17a23d5d","RANKED_SOLO_5x5","PLATINUM","I","iXjQuvrSufoGRCLYveT4W368np6S4UQJnaMHKsCODQVDB1gY","Pétard Choupinou",23.0,16.0,7.0,false,false,false,false,,,,,ePexcvR58GEnQ94gHqWangCt8ennLE7RyOhQuocJm69IP6I,133
"1614457d-dfff-4972-8964-91c62ddce149","RANKED_SOLO_5x5","PLATINUM","I","H7l3Ks7Upij_v9-E3qVmOtlil_aoh_HJZT5TQgKhd6w4f5Bl","Jin Charodey",44.0,54.0,48.0,false,false,false,false,,,,,qpFeuSbGQMiMLMoGI4eIuWZ-1q9Kj2rdfKU1Grq59gc_wRA,88
"0dc80e70-3e32-41f9-867a-bd794123bcbf","RANKED_SOLO_5x5","PLATINUM","I","yp70KbNcWxaj9KBhyt8zhB1FZNJurfakIxAXTC4LIo2-11C1","llIIl",15.0,34.0,52.0,false,false,false,false,,,,,7vfgLAO-yYa1aHj3gV4vzeyMf7yy3U6_Yci8dtI4PYEHry4,125
"c94ac89c-0e48-4c5d-b811-00a368c2a7b6","RANKED_SOLO_5x5","PLATINUM","I","1Dw3z91xcAp9MvuCLdk-T8kRiUANtbPsvgXOi3JH-0tPZM3H","Eshda",0.0,47.0,37.0,false,false,false,true,,,,,n9QaHG_gcgXdmchg4irtSF2RtQkCeVMFCOdTBOI_munK628,95
"c22e5cc2-d2de-4a97-b48c-3ac32b8a5c7f","RANKED_SOLO_5x5","PLATINUM","I","qSUNt3V5HGI0x17uL6ejM88wsM2RJtNuj93a0E_kKAyPHWDy","Crayne",0.0,84.0,68.0,false,false,false,true,,,,,EtqMQA5WfSQ0Zb2Ti6K1H1mmgjXWTD4MM81i6ZGYy-RgArM,348
"dd2254c0-8093-4f9b-87fc-2f35da5dd41f","RANKED_SOLO_5x5","PLATINUM","I","ayspdZ6bdjpa1zAWdlBBSZvryPdhlPV-Yk-5jzrRITwg9jQQ","ĄrKoS",73.0,54.0,59.0,false,false,false,false,,,,,Y1Gi8Hs7vlai8SvW4iaYwR42KZc-NNpsb1IcMHdZfW9wcQ4,159
"ad8bc94e-17a9-454d-b463-9722e5780201","RANKED_SOLO_5x5","PLATINUM","I","iP1IXwtEXle_BEoAedIewm5JiB2NPMJxBc4PuVGKMIFhW4Tw","Little Tangrou",100.0,27.0,20.0,false,false,false,true,3.0,0.0,0.0,"NNNNN",lyAIdMF7AOVc0tQWD7odoPmiJZNhfEG77iAd7NgNe-o9J5w,118
"38b5bcc4-7647-48e1-9af6-9f9568e99be3","RANKED_SOLO_5x5","PLATINUM","I","zyWZcKKTuNfSi4uS17mt7ehqKdz0gpXM3ZFV6QKi3JpkQWU4","Prestance",16.0,192.0,190.0,false,false,true,false,,,,,kDoJ_lYrBAdGUGehvbR3LKzEntl3gHFaDcLT6RXV8_X5IJg,263
"ab1d29de-d2a7-46a3-9af4-9eed1dbcd880","RANKED_SOLO_5x5","PLATINUM","I","HlO4lEa5Cv4nRMv_VGX0Q1mHU16Km-LGLSljJOyJAqhhxKgR","Kataschlina",91.0,30.0,20.0,false,false,false,false,,,,,dkt6wZ4WBmr6rt2LlPTlARx-IDljngcP29yrG_EmNCrDjsg,58
"abeb03fd-7716-44cf-a3b1-21e41695a212","RANKED_SOLO_5x5","PLATINUM","I","gbdXgRVVSkrcSG5-IypLZnu8UxIQI4fIDSVc8o4YfMmlwq1J","LordBrokkoli",38.0,88.0,78.0,false,false,false,false,,,,,UDvR6R2gbfg9EmE19dsebdUcg3I56kSgS7snPsNf6h7aQ7o,256
"f2986e52-8160-4ae1-a1d3-761541090d8b","RANKED_SOLO_5x5","PLATINUM","I","fitwJ_ocRoCXTHwhEKZp2YWADlqE83UQaANeHljwshkdtrcK","astro egg",51.0,138.0,142.0,false,false,false,false,,,,,fSQ_FNT3D7yJUpEo-_bLOd-QgzG0Hlqw4CjXfJF6yHY9CJM,266
"64b81562-a9c7-45c8-bc16-dd3b7834dfc7","RANKED_SOLO_5x5","PLATINUM","I","T6RqHVRtM-HDnnEc-XvlCrCC8sctlaMirg06hWRbihSjfIfC","416928305",93.0,12.0,9.0,false,false,false,false,,,,,p9zTE5-sT4zyUhLFBop9WqDtq_zq80_4t7y73xVPnIXxmVQ,140
"cb02af93-a608-420d-8754-206c65d68f9e","RANKED_SOLO_5x5","PLATINUM","I","CVJGHUfgOJi3g7pksD0I_WFXxkSHLmPdDGb3S5neTkil3cRB","BenTheBlaster69",14.0,85.0,74.0,false,false,false,false,,,,,SkpaAVmDtyiGfpMq06sI728pON6hXF2WSKW0MWkxrqggo74,589
"0fe6b2b6-c435-4e46-b913-665d3fdacce9","RANKED_SOLO_5x5","PLATINUM","I","Rfw8ZXDOQb7WXZMJDY9fHkIHGavBsYOL67Hbfgl7KhmBnWaE","Kuråun",55.0,37.0,22.0,false,false,false,false,,,,,qAYU5KkjDTMOWMxZMQc_GOrGTb1GXYiUPUBfR1av0CqNhx8,102
"33869a7b-bdd5-4c4c-bf92-d8c71145f92d","RANKED_SOLO_5x5","PLATINUM","I","MiuIssbVXYqu9lDFI4kH0KT-3c8TMV0vPYG-ulu2L_NMkI-b","Bartigos",0.0,133.0,103.0,false,false,false,false,,,,,NfEuTtScbl24Px2udMPNzEAnYArrDYgza23ulKXk5zpENwY,103
"802db79c-43b4-40c1-b047-f0a148b4b18f","RANKED_SOLO_5x5","PLATINUM","I","JvPKQipCGWHcUhlGEHQLbx9yqJwBlboLqfwQ0syW2Tmyb8LE","o YANG YU",0.0,15.0,5.0,false,false,false,true,,,,,r97F7c0i59-ymwKrxLZPM0mOke3C486UsE3w3Pete0u7xVU,113
"fca95d49-6b2c-42b0-be69-1b820f4b28e2","RANKED_SOLO_5x5","PLATINUM","I","6zqdvHJtShKI0rF46MTVqcOh8qZnhlC9ubUSbAq_fzPb3BKb","sidelane machine",100.0,9.0,9.0,false,false,false,false,3.0,0.0,2.0,"LLNNN",BzbPIeozNeO2e8S6x9GaKKYWYwgRy2fAG2nibVQE2Ssx6WY,96
"59fdbf5c-e243-4b4a-a7cb-bdace30d944f","RANKED_SOLO_5x5","PLATINUM","I","s4aeJOjm7kCsBJBqgmV3UMDb7GKIpCS7JZ6xGxYN2d2SgPyu","Kaya ScodeIario",100.0,23.0,21.0,false,false,false,false,3.0,0.0,0.0,"NNNNN",DLWeDZP6W-9RRVpPnDdlL9x2OKeC8hpi0MFonR0vScICHVk,123
"fbf40310-696f-450b-9cd2-aa60609d9184","RANKED_SOLO_5x5","PLATINUM","I","1Ym7Avva96zy_4lYO_lEe9LBShtnCWuVXNUMkTExuTYGW8ki","Tombolo",100.0,58.0,71.0,false,false,false,false,3.0,1.0,0.0,"WNNNN",TXcfmC7JvIivReKJnulXvi3HLFRHCmHS_Jg0X4D5rQsnFcQ,81
"9d8235b2-c6af-4d79-b9d9-82841587bf0a","RANKED_SOLO_5x5","PLATINUM","I","iiLJkFMMPsA0sieKYJkoGJu741kCCeiL4cJ9USgmEyA_xlqU","Bipolar Jungle",75.0,82.0,61.0,false,false,false,false,,,,,dQdvwq3_ch5qx3SmhXaTysZFuvMHuHWmOJx3K-CLtjLIKc0,149
"01bb0433-3047-4974-9d07-2cb2ad30ed35","RANKED_SOLO_5x5","PLATINUM","I","ctAG9zOFdRSNDzjBJluj1IsF6Hhn2hwNC7SaeX4Sb44NF-RD","Timothéé",23.0,27.0,28.0,false,false,false,false,,,,,8lwH88bWxifqJ1B5-Y9JdV1BDHATmonqeBRNyND9TV7Jsiw,194
"8e864e75-af5a-45cb-acdc-0c1e88fbb206","RANKED_SOLO_5x5","PLATINUM","I","z4unJRIo8bL83J-pUJfNKiWjd8LwAEBOtNfckzuwGuYRXWDt","Inco Fanboy",56.0,35.0,22.0,false,false,true,false,,,,,vDSTokuVQ1zmRGP7X7k_G90MxknFeQ2GYlpK8AvC1JCJ7l8,56
"7fe9251a-bede-47e5-b80c-80579ec4b525","RANKED_SOLO_5x5","PLATINUM","I","E2bJpbt_0XBEJ9zwKBISe3PFX4U0RGLkM7l1OsiEz08A-QBA","Niklato Eltadore",0.0,11.0,10.0,false,false,false,false,,,,,nS9oC9_FUWD1orblNNjEumIbQ4yglmKRxAeUKNIF9j8FPpY,72
"5f1be283-bef0-4109-84d5-8e3a00c4e49e","RANKED_SOLO_5x5","PLATINUM","I","9GYGWpV9pRxiBg4r2_nt42kodQob7b7MILPhENj7cep5UxMx","Clyashii",0.0,102.0,106.0,false,false,false,false,,,,,aA1OTb0Bzv5d87pJAKPQDoLF2fRYjXKEmK-_Y0l87cFMeMs,312
"c1b97b2f-3360-45eb-8cfb-ca217379831f","RANKED_SOLO_5x5","PLATINUM","I","F4QacQtpMxZ9ZZwFoS-sOdb3zGvKSRpwF9xEzpux0XF5KNCL","GG Tactics",0.0,8.0,11.0,false,false,false,false,,,,,M2bHgnTYl21DuVxlrMakPb4q7BimqwqIimPVR8ccx4RNWHc,66
"fca95d49-6b2c-42b0-be69-1b820f4b28e2","RANKED_SOLO_5x5","PLATINUM","I","elBNO9qz0-qslt8U410NA39WA-GIsxJY0nBBHBD3Zz6dr30D","Support to carry",0.0,28.0,37.0,false,false,false,false,,,,,9cXwm3LyCrdMU36J89pMIVVxeE8kM_ijfCC8kbYppHyk07E,71
"af056d44-fbce-44a1-af36-3e7a3ea24217","RANKED_SOLO_5x5","PLATINUM","I","t18bZSGjDm1GKKDNJNm1Gm1R_N0bkNY18N-ktPaElQI9YUsA","uwu my butt",0.0,12.0,2.0,false,false,false,false,,,,,MEwZk4ZENLy1kvqBUj6Z5IlWYclLuTeovAthPIUPwugjlMc,196
"5f1d2f79-4055-4dc6-b939-9ab1f92625e3","RANKED_SOLO_5x5","PLATINUM","I","3nE8T_ksqMI-QaPjGj69lc2Tyk3cdH8-tshpbeflSW_ftzoN","ZedLoveU",84.0,16.0,24.0,false,false,false,false,,,,,cZS2LcK2Q3J6WKCsevqEaMvlsOQkj91OtNM6fpfOhiil8Fw,97
"5f3237b9-1b74-4178-819a-8862a9e14b86","RANKED_SOLO_5x5","PLATINUM","I","lm7MiwowmepXr-31Qg8tZbuW8wpIjfSlgcLKV_91kFHHHbKe","Mr Duge Hick",100.0,21.0,14.0,false,false,false,false,3.0,0.0,2.0,"LLNNN",yo5RsF3olQGzYXgqVEuOQqIep1Wfpv-fQHl20ikSzE8n-ds,74
"6c7583af-7856-4928-af4c-ae446860387c","RANKED_SOLO_5x5","PLATINUM","I","p5smr01E0Lr7OL6p3hJOv_HstSlAPIBZZWF1MGwjIXO_eocc","SporksMySurreal",75.0,66.0,54.0,false,false,false,false,,,,,oGKXbSfBEKc6NVZff8RJJty_9HyAfuQBnVz4NkRyyjrfSCY,52
"101199a7-4edd-4263-9708-1473edcfb8bf","RANKED_SOLO_5x5","PLATINUM","I","Xdi4Jrr8SgPojMPhYxZTZTQb2z2vdGHvNMhXGB4WrTFCL2-O","D2 HARDSTUCK",100.0,22.0,7.0,false,false,false,false,3.0,0.0,2.0,"LLNNN",F-rWiu21j1PWB_kHKDdk42p9fpbbDxewyQkDYKN7HytFe0A,56
"572b3a18-0a00-4245-80ba-ec6aff20b2df","RANKED_SOLO_5x5","PLATINUM","I","qUsthy_onJ2KpvdPlDIj-w97_H9T5063yauuABJz0e9ay8af","Darius Forêt",75.0,83.0,78.0,false,false,false,false,,,,,b1lVLCNfhwySDbS4jzieYp3xUKMSIHjrH6Fzbx2hMdabm7I,104
"c74a00b9-558a-45c2-b497-404a6593eccf","RANKED_SOLO_5x5","PLATINUM","I","pWSMc1Hq5v_6tyI3mr9M7x0bcszordMcggPAirfTIzRBsGI0","Deltaiar",70.0,29.0,21.0,false,false,false,false,,,,,1AJ-KfRDZAD5wjoKWx_MIRvKP2ibY2SCZcyQ79UwidEwbZ0,99
"c22e5cc2-d2de-4a97-b48c-3ac32b8a5c7f","RANKED_SOLO_5x5","PLATINUM","I","Rn7g4d84BM16lsRHr3NHWGdqL0Msz0XcgZE26yU6nbaVpGET","zelaxYT",79.0,8.0,9.0,false,false,false,true,,,,,4ZNYNIw9BtOct0ZoWQDJR970bvNbNKDn0QMHw2TGV5f73dA,244
"4851bff8-48a0-4c61-a573-b0cbd6567cbd","RANKED_SOLO_5x5","PLATINUM","I","YIq3ZbLnnZ5Vf3TQ0u5wJMeK6GBsPk_CvYdzB8w7VxfBkmrE","Rip Crabgot",25.0,33.0,34.0,false,false,false,false,,,,,7C5vcRKTzlC2FSvrkx9UsqxB8sezt5ANjUAlZnk17W4S9Cc,51
"f891d6a3-69b7-40ef-9574-ecaad20540d6","RANKED_SOLO_5x5","PLATINUM","I","snVpJwUZpEGc6hwlMmt6lH2hePKxx6zYiKkPE36bUQe82AAy","Mortal After all",100.0,74.0,67.0,false,false,false,true,3.0,0.0,0.0,"NNNNN",51YTfiPGHupbkk_-b0A1HZjvh296pCJ0MIr4CbjQmS_DjEw,293
